# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PLEC	ENSG00000178209	ENST00000526416	protein_coding	0	1	0	15	0	0	0	0	0	0	9	0	6	0	0	0	0	0	0	0	0	1	0
PLEC	ENSG00000178209	ENST00000527096	protein_coding	0	21	7	25	0	0	0	0	0	0	1	0	23	7	0	0	0	2	0	0	0	19	3
PLEC	ENSG00000178209	ENST00000527303	protein_coding	0	1	1	30	0	0	0	0	0	0	10	0	12	1	0	0	0	0	0	0	0	1	8
PLEC	ENSG00000178209	ENST00000527816	protein_coding	0	1	0	14	0	0	0	0	0	0	10	0	4	0	0	0	0	0	0	0	0	1	0
PLEC	ENSG00000178209	ENST00000528025	protein_coding	0	2	1	20	0	0	0	0	0	0	4	0	13	1	0	0	0	0	0	0	0	2	3
PLEC	ENSG00000178209	ENST00000528131	protein_coding	0	1	0	15	0	0	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	1	0
PLEC	ENSG00000178209	ENST00000532346	retained_intron	0	0	0	18	0	0	0	0	0	0	11	0	4	0	0	0	0	0	0	0	0	0	3
PLEKHA2	ENSG00000169499	ENST00000388745	processed_transcript	0	0	0	20	0	0	0	0	0	0	5	0	9	0	6	0	0	0	0	0	0	0	0
PLEKHA2	ENSG00000169499	ENST00000420274	protein_coding	1	0	0	19	5	0	0	0	0	0	5	1	9	0	0	0	0	1	0	0	0	0	0
PLEKHA2	ENSG00000169499	ENST00000518070	retained_intron	0	0	0	5	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1
PLEKHA2	ENSG00000169499	ENST00000518571	processed_transcript	0	0	0	15	0	0	0	0	0	0	3	0	9	0	3	0	0	0	0	0	0	0	0
PLEKHA2	ENSG00000169499	ENST00000518939	processed_transcript	0	0	0	9	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	2
PLEKHA2	ENSG00000169499	ENST00000519640	protein_coding	0	0	0	5	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0
PLEKHA2	ENSG00000169499	ENST00000521123	processed_transcript	0	0	0	9	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	6
PLEKHA2	ENSG00000169499	ENST00000521382	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PLEKHA2	ENSG00000169499	ENST00000521746	protein_coding	0	0	0	15	0	0	0	0	0	0	3	0	12	0	0	0	0	0	0	0	0	0	0
PLEKHA2	ENSG00000169499	ENST00000521784	processed_transcript	0	0	0	15	0	0	0	0	0	0	3	0	9	0	3	0	0	0	0	0	0	0	0
PLEKHF2	ENSG00000175895	ENST00000315367	protein_coding	0	0	0	6	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PLEKHF2	ENSG00000175895	ENST00000519516	protein_coding	0	0	0	6	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
PMP2	ENSG00000147588	ENST00000256103	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PMP2	ENSG00000147588	ENST00000519260	protein_coding	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PNMA2	ENSG00000240694	ENST00000518212	processed_transcript	0	0	0	5	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0
PNMA2	ENSG00000240694	ENST00000521740	processed_transcript	0	0	0	5	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0
PNMA2	ENSG00000240694	ENST00000521875	processed_transcript	0	0	0	5	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0
PNMA2	ENSG00000240694	ENST00000522362	protein_coding	0	0	0	5	2	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PNMA2	ENSG00000240694	ENST00000522450	processed_transcript	0	0	0	5	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0
PNMA2	ENSG00000240694	ENST00000522764	processed_transcript	0	0	0	5	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0
PNMA2	ENSG00000240694	ENST00000523244	processed_transcript	0	0	0	5	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0
PNMA2	ENSG00000240694	ENST00000523616	retained_intron	0	0	0	5	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0
PNOC	ENSG00000168081	ENST00000301908	protein_coding	0	0	0	8	1	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	1
PNOC	ENSG00000168081	ENST00000518479	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1
PNOC	ENSG00000168081	ENST00000519592	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PNOC	ENSG00000168081	ENST00000522209	protein_coding	0	0	0	5	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
POLB	ENSG00000070501	ENST00000265421	protein_coding	0	0	0	9	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0
POLB	ENSG00000070501	ENST00000517393	protein_coding	0	0	0	7	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0
POLB	ENSG00000070501	ENST00000518579	protein_coding	0	0	0	8	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	1
POLB	ENSG00000070501	ENST00000518925	protein_coding	0	0	0	7	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0
POLB	ENSG00000070501	ENST00000519094	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POLB	ENSG00000070501	ENST00000519524	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
POLB	ENSG00000070501	ENST00000519771	nonsense_mediated_decay	0	0	0	7	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0
POLB	ENSG00000070501	ENST00000520008	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
POLB	ENSG00000070501	ENST00000521290	protein_coding	0	0	0	8	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0
POLB	ENSG00000070501	ENST00000521418	retained_intron	0	0	0	6	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	2
POLB	ENSG00000070501	ENST00000521492	protein_coding	0	1	0	6	0	1	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
POLB	ENSG00000070501	ENST00000522297	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POLB	ENSG00000070501	ENST00000522610	nonsense_mediated_decay	0	0	0	9	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0
POLB	ENSG00000070501	ENST00000523465	retained_intron	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
POLB	ENSG00000070501	ENST00000524208	nonsense_mediated_decay	0	0	0	8	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0
POLB	ENSG00000070501	ENST00000530566	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POLB	ENSG00000070501	ENST00000532157	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
POLB	ENSG00000070501	ENST00000538005	protein_coding	0	0	0	9	0	0	0	0	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0
POLR2K	ENSG00000147669	ENST00000353107	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLR2K	ENSG00000147669	ENST00000519765	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
POLR2K	ENSG00000147669	ENST00000522439	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
POLR3D	ENSG00000168495	ENST00000306433	protein_coding	0	2	0	7	1	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0
POLR3D	ENSG00000168495	ENST00000397802	protein_coding	0	2	0	7	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	1
POLR3D	ENSG00000168495	ENST00000517789	retained_intron	0	0	0	9	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	0	3
POLR3D	ENSG00000168495	ENST00000518039	nonsense_mediated_decay	0	0	0	11	2	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	1
POLR3D	ENSG00000168495	ENST00000519237	protein_coding	0	1	0	8	0	0	1	0	0	0	2	0	5	0	0	0	0	0	0	0	0	1	0
POMK	ENSG00000185900	ENST00000331373	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POMK	ENSG00000185900	ENST00000518991	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
POP1	ENSG00000104356	ENST00000349693	protein_coding	0	0	0	10	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	1
POP1	ENSG00000104356	ENST00000401707	protein_coding	0	0	0	10	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0
POP1	ENSG00000104356	ENST00000517435	retained_intron	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
POP1	ENSG00000104356	ENST00000522319	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
POTEA	ENSG00000188877	ENST00000519951	transcribed_unprocessed_pseudogene	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
POTEA	ENSG00000188877	ENST00000522175	processed_transcript	0	0	0	6	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
POU5F1B	ENSG00000212993	ENST00000391675	protein_coding	0	1	2	8	2	0	1	0	0	0	4	0	0	2	0	0	0	0	0	0	0	1	1
POU5F1B	ENSG00000212993	ENST00000465342	protein_coding	0	1	2	8	6	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
PPP1R16A	ENSG00000160972	ENST00000292539	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
PPP1R16A	ENSG00000160972	ENST00000435887	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
PPP1R16A	ENSG00000160972	ENST00000526183	retained_intron	0	0	0	5	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2
PPP1R16A	ENSG00000160972	ENST00000526564	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
PPP1R16A	ENSG00000160972	ENST00000526643	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PPP1R16A	ENSG00000160972	ENST00000528430	protein_coding	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
PPP1R16A	ENSG00000160972	ENST00000529009	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R16A	ENSG00000160972	ENST00000529283	processed_transcript	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
PPP1R16A	ENSG00000160972	ENST00000532806	retained_intron	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
PPP1R16A	ENSG00000160972	ENST00000533088	processed_transcript	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2
PPP1R16A	ENSG00000160972	ENST00000533829	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R3B	ENSG00000173281	ENST00000310455	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R3B	ENSG00000173281	ENST00000519699	protein_coding	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R42	ENSG00000178125	ENST00000324682	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP1R42	ENSG00000178125	ENST00000517834	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
PPP1R42	ENSG00000178125	ENST00000518588	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PPP1R42	ENSG00000178125	ENST00000519919	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP1R42	ENSG00000178125	ENST00000519987	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PPP1R42	ENSG00000178125	ENST00000520633	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP1R42	ENSG00000178125	ENST00000521040	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP1R42	ENSG00000178125	ENST00000521410	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PPP1R42	ENSG00000178125	ENST00000521581	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R42	ENSG00000178125	ENST00000522909	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP1R42	ENSG00000178125	ENST00000523545	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PPP2CB	ENSG00000104695	ENST00000221138	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PPP2CB	ENSG00000104695	ENST00000518243	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
PPP2CB	ENSG00000104695	ENST00000518532	retained_intron	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
PPP2CB	ENSG00000104695	ENST00000518564	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
PPP2CB	ENSG00000104695	ENST00000520056	protein_coding	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
PPP2CB	ENSG00000104695	ENST00000520334	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
PPP2CB	ENSG00000104695	ENST00000522113	processed_transcript	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PPP2CB	ENSG00000104695	ENST00000523023	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3
PPP2CB	ENSG00000104695	ENST00000523804	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
PPP2R2A	ENSG00000221914	ENST00000315985	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
PPP2R2A	ENSG00000221914	ENST00000380737	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
PPP2R2A	ENSG00000221914	ENST00000517754	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2
PPP2R2A	ENSG00000221914	ENST00000518208	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PPP2R2A	ENSG00000221914	ENST00000518215	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
PPP2R2A	ENSG00000221914	ENST00000518254	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP2R2A	ENSG00000221914	ENST00000518397	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
PPP2R2A	ENSG00000221914	ENST00000518890	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
PPP2R2A	ENSG00000221914	ENST00000519439	retained_intron	0	0	0	4	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
PPP2R2A	ENSG00000221914	ENST00000519636	processed_transcript	0	0	0	4	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
PPP2R2A	ENSG00000221914	ENST00000520329	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
PPP2R2A	ENSG00000221914	ENST00000520438	processed_transcript	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1
PPP2R2A	ENSG00000221914	ENST00000521095	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP2R2A	ENSG00000221914	ENST00000521484	retained_intron	0	0	0	4	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
PPP2R2A	ENSG00000221914	ENST00000521557	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
PPP2R2A	ENSG00000221914	ENST00000522150	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP2R2A	ENSG00000221914	ENST00000522482	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP2R2A	ENSG00000221914	ENST00000522535	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
PPP2R2A	ENSG00000221914	ENST00000523473	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PPP2R2A	ENSG00000221914	ENST00000523925	protein_coding	0	0	0	4	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
PPP2R2A	ENSG00000221914	ENST00000523964	processed_transcript	0	0	0	4	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0
PPP2R2A	ENSG00000221914	ENST00000524099	processed_transcript	0	0	0	4	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0
PPP2R2A	ENSG00000221914	ENST00000524169	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
PPP3CC	ENSG00000120910	ENST00000240139	protein_coding	0	0	0	7	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
PPP3CC	ENSG00000120910	ENST00000289963	protein_coding	0	0	0	7	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
PPP3CC	ENSG00000120910	ENST00000397775	protein_coding	0	0	0	7	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
PPP3CC	ENSG00000120910	ENST00000518852	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
PPP3CC	ENSG00000120910	ENST00000521651	protein_coding	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1
PPP3CC	ENSG00000120910	ENST00000522034	protein_coding	0	0	0	4	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
PPP3CC	ENSG00000120910	ENST00000523620	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
PRDM14	ENSG00000147596	ENST00000276594	protein_coding	0	3	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	3	0
PRDM14	ENSG00000147596	ENST00000426346	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PREX2	ENSG00000046889	ENST00000288368	protein_coding	0	9	0	39	3	0	0	0	0	0	0	0	38	0	0	0	0	2	0	0	0	7	0
PREX2	ENSG00000046889	ENST00000517617	processed_transcript	0	2	0	35	0	0	0	0	0	0	0	0	31	0	6	0	0	2	0	0	0	0	0
PREX2	ENSG00000046889	ENST00000520235	processed_transcript	0	0	0	4	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0
PREX2	ENSG00000046889	ENST00000522247	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PREX2	ENSG00000046889	ENST00000529398	processed_transcript	0	2	0	35	0	0	0	0	0	0	1	0	31	0	5	0	0	2	0	0	0	0	0
PRKDC	ENSG00000253729	ENST00000314191	protein_coding	1	1	0	4	0	0	0	0	0	0	0	1	5	0	0	0	0	2	0	0	0	0	0
PRKDC	ENSG00000253729	ENST00000338368	protein_coding	1	1	0	4	0	0	0	0	0	0	0	1	5	0	0	0	0	2	0	0	0	0	0
PRKDC	ENSG00000253729	ENST00000518216	processed_transcript	0	1	0	5	0	0	0	0	0	0	0	0	5	0	1	0	0	1	0	0	0	0	0
PRKDC	ENSG00000253729	ENST00000523565	processed_transcript	0	1	0	5	0	0	0	0	0	0	0	0	5	0	1	0	0	1	0	0	0	0	0
PRKDC	ENSG00000253729	ENST00000535375	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PRKDC	ENSG00000253729	ENST00000540819	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
PRKDC	ENSG00000253729	ENST00000541488	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PRKDC	ENSG00000253729	ENST00000546304	retained_intron	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PROSC	ENSG00000147471	ENST00000328195	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PROSC	ENSG00000147471	ENST00000518036	nonsense_mediated_decay	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PROSC	ENSG00000147471	ENST00000520073	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PROSC	ENSG00000147471	ENST00000523187	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PROSC	ENSG00000147471	ENST00000523358	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PROSC	ENSG00000147471	ENST00000523521	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PROSC	ENSG00000147471	ENST00000523994	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PRSS51	ENSG00000253649	ENST00000523024	antisense	0	0	0	10	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0
PRSS55	ENSG00000184647	ENST00000328655	protein_coding	0	2	4	4	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	2	0
PRSS55	ENSG00000184647	ENST00000518641	nonsense_mediated_decay	0	0	0	11	1	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	3
PRSS55	ENSG00000184647	ENST00000522210	protein_coding	0	1	3	6	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	1	0
PSCA	ENSG00000167653	ENST00000301258	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PSCA	ENSG00000167653	ENST00000505305	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PSCA	ENSG00000167653	ENST00000510969	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PSCA	ENSG00000167653	ENST00000513264	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
PSD3	ENSG00000156011	ENST00000286485	protein_coding	0	1	0	34	7	0	0	0	0	0	8	0	19	0	0	0	0	1	0	0	0	1	0
PSD3	ENSG00000156011	ENST00000327040	protein_coding	0	1	2	36	14	0	0	0	0	0	1	0	21	2	0	0	0	1	0	0	0	1	0
PSD3	ENSG00000156011	ENST00000428502	protein_coding	0	0	0	25	7	0	0	0	0	0	8	0	10	0	0	0	0	0	0	0	0	0	0
PSD3	ENSG00000156011	ENST00000440756	protein_coding	0	1	2	36	14	0	0	0	0	0	1	0	21	2	0	0	0	0	0	0	0	1	0
PSD3	ENSG00000156011	ENST00000517971	nonsense_mediated_decay	0	0	0	8	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0
PSD3	ENSG00000156011	ENST00000518303	retained_intron	0	0	0	8	0	0	0	0	0	0	3	0	4	0	1	0	0	0	0	0	0	0	0
PSD3	ENSG00000156011	ENST00000518315	nonsense_mediated_decay	0	1	0	27	0	0	0	0	0	0	8	0	19	0	1	0	0	1	0	0	0	0	0
PSD3	ENSG00000156011	ENST00000518963	retained_intron	0	0	0	8	0	0	0	0	0	0	1	0	6	0	1	0	0	0	0	0	0	0	0
PSD3	ENSG00000156011	ENST00000519633	retained_intron	0	0	0	6	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0
PSD3	ENSG00000156011	ENST00000519653	processed_transcript	0	1	0	7	0	0	0	0	0	0	0	0	7	0	1	0	0	1	0	0	0	0	0
PSD3	ENSG00000156011	ENST00000519851	protein_coding	0	1	0	9	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	1	0
PSD3	ENSG00000156011	ENST00000520789	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
PSD3	ENSG00000156011	ENST00000520858	protein_coding	0	1	0	9	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	1	0
PSD3	ENSG00000156011	ENST00000521027	protein_coding	0	0	0	8	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0
PSD3	ENSG00000156011	ENST00000521475	protein_coding	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
PSD3	ENSG00000156011	ENST00000521841	processed_transcript	0	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
PSD3	ENSG00000156011	ENST00000521878	processed_transcript	0	0	0	17	0	0	0	0	0	0	7	0	10	0	0	0	0	0	0	0	0	0	0
